1-1.txt,8.00
1-2.txt,8.00
2-1.txt,8.00
2-2.txt,8.00
3-1.txt,8.00
4-1.txt,8.00
5-1.txt,8.00
6-1.txt,4.00
6-2.txt,3.00
7-1.txt,8.00
7-2.txt,8.00
7-3.txt,8.00
7-4.txt,8.00
7-5.txt,8.00
7-6.txt,2.00
7-7.txt,8.00
8-1.txt,8.00
8-2.txt,8.00
8-3.txt,1.00
8-4.txt,8.00
8-5.txt,8.00
8-6.txt,8.00
8-7.txt,8.00
8-8.txt,8.00
9-1.txt,8.00
9-2.txt,8.00
9-3.txt,8.00
9-4.txt,8.00
10-1.txt,8.00
10-2.txt,8.00
10-3.txt,8.00
10-4.txt,8.00
11-1.txt,8.00
11-2.txt,8.00
11-3.txt,8.00
11-4.txt,8.00
11-5.txt,8.00
11-6.txt,8.00
12-1.txt,8.00
12-2.txt,8.00
12-3.txt,8.00
13-1.txt,8.00
13-2.txt,8.00
13-3.txt,8.00
13-4.txt,8.00
13-5.txt,8.00
14-1.txt,8.00
14-2.txt,8.00
14-3.txt,8.00
15-1.txt,8.00
15-2.txt,8.00
15-3.txt,8.00
16-1.txt,8.00
16-2.txt,8.00
16-3.txt,8.00
17-1.txt,8.00
17-2.txt,8.00
17-3.txt,8.00
17-4.txt,8.00
17-5.txt,8.00
18-1.txt,8.00
18-2.txt,8.00
18-3.txt,8.00
18-4.txt,8.00
18-5.txt,8.00
19-1.txt,8.00
19-2.txt,8.00
19-3.txt,8.00
19-4.txt,8.00
19-5.txt,8.00
20.c,3.00
21.c,3.00
22.c,3.00
23.c,3.00
24.c,3.00
25.c,3.00
26.c,3.00
27.c,3.00
28.c,6.00
29.c,9.00
